item_desc|corp_item_brand_name|pim_item_class_desc|pim_item_sub_class_desc|state|flavor|pim_tasting_notes
1792 BBN SMALL BATCH(KINGS FW)93.7|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel The finish is long and lingering, with hints of cocoa
1792 BBN BOTTLED IN BOND(PINK)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF BS(JASONSW&S)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN FULL PROOF(SPIRIT DEP)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(OAK LIQ)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(SKLIQUOR)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SB(SKIPSBEERW&L)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN BOTTLED IN BOND(NICKELCTY|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(YELLOWROSE)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(7GRND)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(TOTAL WINE)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
RIDGEMONT RSV 1792 BBN(PINKIES)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN BOTTLED IN BOND(BOSSCAT)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(PREM FWS)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(BETHANY)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
RIDGEMONT RSV SM BATCH 8YR 1792 94|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel. The finish is long and lingering, with hints of cocoa
1792 BBN SB(LIQBUENO)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN FULL PROOF(POTTERS #3)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(LIQKING)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(POISN GRL|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(UPTOWNLIQ)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(FIEST)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(SPIRIT DE|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(7GRAND)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLEDINBOND(ROCOS3490)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN FULL PROOF(DEBSAUS)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(SIGELS)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLEDINBOND(FOLSOMBTSH)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN FULL PROOF(L&S LIQ)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(LIQBUENO)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN SMALL BATCH(PREM FWS)93.7|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel The finish is long and lingering, with hints of cocoa
1792 BBN SMALL BATCH(F. CRK)93.7|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel The finish is long and lingering, with hints of cocoa
1792 BBN BOTTLED IN BOND(FOSSIL CR|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(NIEGHBSRV)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SMALL BATCH 93.7|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||-Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. - On the palate, bold rye spice mingles with dark fruit and sweet caramel - The finish is long and lingering, with hints of cocoa
1792 BBN BOTTLEDINBOND(BIN20-23832|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN FULL PROOF(TWINS)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(TOTAL)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SMALL BATCH(GOODY)93.7|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel The finish is long and lingering, with hints of cocoa
1792 BBN BOTTLED IN BOND(FRONTBURN|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN HIGH RYE 94.3|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||The spicy rye notes are complemented by years of aging in charred white oak barrels, whose caramelized sugars delicately balance with the peppery rye flavor. Enjoy a perfect marriage of sweet vanilla, caramel, butterscotch and rye in 1792 High Rye Bourbon.
1792 BBN BOTTLED IN BOND(MIRAGE)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 FULL PROOF BBN(THELIQUOR)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(BLACKTIEL)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(CIVIC LIQ)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(FIESTA)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(CELLARFINEBEV)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(JACOB SPIR)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(SKIPS)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(OAK LIQ)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(LKWD MEDL)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(RICE FW)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(ROMADISCLIQ)25|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(MOONSHINE)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(PWS)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(TRUE SPIRI)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
RIDGEMONT RSV 1792 BBN(TWINS)93.7|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN SINGLE BRL(ROCOS&W6360)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(AUSSHAKER|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(LUCKY)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(BLIND PIG|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(LKING)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(LIQUOR HUT)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(ABC LIQ)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(SKIPS LIQ)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(LIQDEPOT)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SMALL BATCH 94|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel The finish is long and lingering, with hints of cocoa
1792 BBN FULL PROOF(LIQUORUN)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN 12YR 96.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Rich flavors of vanilla and cocoa abound in this full-bodied bourbon. After spending twelve years in oak, the delicate fruit notes in this whiskey are met with a lingering smoky finish that is more complex than most.
1792 BBN SINGLE BRL(LIQ HUT)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(ROSEWTR)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN BOTTLEDINBOND(SAFEWAY)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN FULL PROOF(CHRISLIQ)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(RAD HOSP)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(ALAMOCITYLIQ)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(PINKIES)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SMALL BATCH(TRUE SPIRITS)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN BOTTLED IN BOND(APPLJACK)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(RICEFW&L)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(LIQ BUENO)125|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(EIGHTROFL|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN FULL PROOF(BOSQUESPIRITS)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BARREL BRL SEL98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||
1792 BBN BOTTLED IN BOND(M&R LIQ)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(POGOS)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(WB)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SMALL BATCH(FOUR SEASONS)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel The finish is long and lingering, with hints of cocoa
1792 BBN BOTTLED IN BOND(GOODY)100|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SINGLE BRL(PINKIES)98.6|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN BOTTLED IN BOND(TWINLIQ)|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Strong and full of flavor, this bold bourbon boasts an incredible deep and smoky taste, superbly balanced with sweet vanilla and notes of caramel.
1792 BBN SMALL BATCH(ROSEMONT)93.7|1792|WHISKEY-AMERICAN|STRAIGHT BOURBON|TX||Complex nose with classic bourbon notes of smooth vanilla, sweet caramel and deep oak. On the palate, bold rye spice mingles with dark fruit and sweet caramel The finish is long and lingering, with hints of cocoa
